region,spot,year,month,day,half,pollution,depth,WT,DO,pH,EC,sand,silt,clay,moisture,combustible,COD,TOC,TN,TP,SRP,Pb,Zn,Cu,Cr,Ni,As,Cd,Hg,Al,Li
Han,충주조정지댐1,2017,6,13,first,normal,10.3,21,11,8.4,287,6.6,77.7,15.7,53.9,10.65,3.39,3.68,3953,1085,8.9,37.7,193.9,43,94.3,44.1,14.1,0.52,0.055,9.62,52.4
Han,충주조정지댐2,2017,6,13,first,normal,8,21,10.4,8.5,290,0.7,70.9,28.4,62.2,7.96,4.12,2.52,2697,961,10.7,35.7,174.4,36.4,84,38.8,12.8,0.41,0.047,9.24,44.6
Han,팔당댐1,2017,6,9,first,normal,8.3,23,10.6,8.3,285,31.6,63.2,5.2,44,6.45,1.44,1.59,2088,826,8.2,35.9,122.9,26.7,54.8,24.4,8.5,0.26,0.044,10.61,52
Han,팔당댐2,2017,6,16,first,normal,2.4,26,8.8,7.8,311,49.9,49.3,0.9,31.1,5.36,1.34,1.87,1944,685,4,34.3,135,41.3,92.2,41.8,9.9,0.28,0.039,11.22,43.4
Han,팔당댐3,2017,6,9,first,normal,7.2,23,9.1,7.9,284,11.7,79.1,9.2,55.3,10.31,2.44,2.72,3439,1087,12.2,38.5,150.7,31.3,63.1,29.1,10.5,0.34,0.054,10.68,52.3
Han,팔당댐4,2017,6,9,first,normal,11,22,10,8.2,240,59.3,40.7,0,32.2,4.35,0.71,1.09,1158,684,0,29.1,98.2,22.7,72.8,30.8,6.1,0.22,0.024,8.98,33.6
Han,화천댐1,2017,6,15,first,bad,38.6,23,8.9,8.2,132,0,58.4,41.6,48.3,8.05,2.54,1.8,2477,911,0,42.8,144,64.5,100.3,61.5,24.9,0.47,0.225,9.27,47.7
Han,화천댐2,2017,6,15,first,bad,40.8,22,8.8,8.2,132,0,49.5,50.6,55.5,7.95,2.76,1.9,2890,805,0,54.4,144.5,66.9,107.3,64.2,30.2,0.53,0.355,9.41,49.3
Han,화천댐3,2017,6,15,first,bad,32.8,22,8.8,8.4,134,0,67.6,32.4,49.8,8.65,2.41,2.01,2822,748,0,60.6,172.9,67.1,111.5,64.1,32.1,0.53,0.334,9.54,47.5
Yeongsan,광주댐1,2018,4,26,first,normal,17.2,17,11.9,9.6,92,7.3,70.4,22.3,64.1,11.78,3.76,2.84,3425,988,0,47.6,147,25.7,54.7,25.5,10.1,0.31,0.074,9.78,38.6
Yeongsan,광주댐2,2018,4,26,first,normal,10.5,17,11.8,8.6,93,12.9,73.1,14,58.1,11.65,3.75,3.16,3473,804,0,44.6,149.8,23.3,50.9,20,6.1,0.39,0.081,9.24,33.9
Yeongsan,동복댐1,2018,4,24,first,slightlybad,27.1,16,11.7,9.1,83,0.6,68.5,30.9,62.4,10.69,3.41,2.69,3174,1097,0,35.1,142,92.1,60.2,28.6,17,0.25,0.075,9.15,66.5
Yeongsan,동복댐2,2018,4,24,first,slightlybad,21.2,16,11.8,9.4,87,1.3,69.9,28.8,64.7,10.5,3.87,2.98,3679,1223,0,27.7,116,92.1,48.1,25.8,14.7,0.25,0.076,8.87,58.2
Geum,경천지1,2018,5,30,first,verybad,14.2,24,9.4,8,140,5.5,76,18.5,58.7,13.5,3.16,3.35,4659,1655,0,74.3,185.4,140.3,86,39.3,23.1,0.42,0.074,8.22,56.5
Geum,경천지2,2018,5,30,first,normal,7.5,24,9.5,8,141,36.4,62,1.6,36.5,7.53,1.87,2.11,2947,581,0,29.1,101.2,34.6,80.4,46.8,13,0.19,0.039,7.48,40
Yeongsan,담양댐1,2018,5,24,first,normal,31,21,10.1,7.9,70,0.4,75,24.6,55.4,10.56,3.57,2.64,3843,692,0,40,124.9,18.9,40.8,17.6,8.4,0.54,0.065,9.8,45
Yeongsan,담양댐2,2018,5,24,first,normal,17,21,9.8,8.5,73,1.4,77.9,20.7,56.6,10.24,3.64,3.02,3111,652,0,31.8,100.9,14.1,46.3,16.3,6.7,0.31,0.074,8.11,49.6
Geum,대청댐1,2018,5,15,first,slightlybad,21.6,18,9.3,7.4,202,6.6,75.2,18.2,66,12.12,3.02,2.36,3709,1182,0,77.2,153.1,45.9,65.1,22.7,18.3,0.43,0.07,8.97,57.2
Geum,대청댐2,2018,5,21,first,bad,46.5,20,9.9,8.2,364,6,62.8,31.2,67.2,12.79,3.37,2.65,4439,1564,0,92.2,180.5,59.9,71.6,48,32.3,0.75,0.087,9.12,61.9
Geum,대청댐3,2018,5,21,first,normal,18.6,20,10.3,8.2,368,34.4,61.8,3.8,53,7.96,2.42,1.92,2977,959,0,60.2,142.1,56.1,72.6,40.5,10.8,0.51,0.074,8.59,50.5
Geum,대청댐4,2018,5,14,first,slightlybad,20,21,11.1,8.9,159,6.1,76.9,17,60.3,11.84,3.55,2.47,3515,1226,4,116.5,212.7,61,62.5,44.5,12.1,0.5,0.056,8.88,54.7
Geum,대청댐5,2018,5,15,first,bad,29,20,10.1,8,186,2.7,68.7,28.6,62.9,12.07,2.99,2.57,4065,1296,0,112.3,208.8,69.6,69.9,36.6,24.1,1.07,0.082,7.95,60.2
Geum,대청댐6,2018,5,14,first,slightlybad,15.3,21,11.7,9.2,221,14,79.6,6.4,55.5,10.23,2.7,3.3,5112,1396,0,76.7,202.8,51.9,63.5,44.3,14.9,0.56,0.074,7.55,55
Geum,보령댐1,2018,5,29,first,normal,29.8,22,12.1,9.2,179,1.1,64.9,34,53.5,10.59,3.58,2.99,4090,1148,0,46.8,141.1,33,81.3,37.4,19.2,0.38,0.07,7.93,47.7
Geum,보령댐2,2018,5,29,first,normal,17.5,22,11.8,9.1,175,38.2,51.5,10.3,45.7,6.57,3.05,2.44,3187,854,0,38.5,127.6,29.5,80.5,31.2,11.6,0.29,0.068,8.3,41.8
Geum,보령댐3,2018,5,29,first,normal,12.6,22,11.8,9.1,172,18.5,70,11.5,37.7,7.86,2.85,3.21,3061,697,0,34.7,107.7,23.9,70.3,25.1,10.4,0.27,0.043,6.56,34.8
Yeongsan,보성강댐1,2018,5,17,first,slightlybad,3.8,22,9.4,8.5,147,53.8,41.5,4.7,45.9,10.74,2.11,1.44,1472,697,0,30.7,152.1,30.2,109.2,55,18.7,0.24,0.067,10.57,62.3
Yeongsan,보성강댐2,2018,5,17,first,slightlybad,2.7,23,9.6,8.4,146,76.2,20.7,3.1,27.8,2.96,0.59,2.48,2731,472,0,31.7,154,30,107.4,56.9,18.9,0.24,0.068,10.55,65
Geum,부안댐1,2018,5,28,first,normal,22.7,23,9.5,7.1,89,8.5,59.4,32.1,54.4,11.02,2.9,2.42,3475,441,0,38.1,85.6,13.3,35.3,10.3,7.5,0.3,0.083,7.4,37.1
Geum,부안댐2,2018,5,28,first,normal,10.7,23,9.5,7.4,89,21,53.1,25.9,41.3,7.98,2,1.91,2807,315,0,35.4,80.2,12.9,37.6,9.7,6.2,0.29,0.072,7.63,40.4
Geum,부안댐3,2018,5,28,first,normal,5.5,23,9.4,7.6,88,19.2,66.2,14.6,44.2,8.94,4.9,2.9,3342,408,0,34.8,76.9,12.3,34.2,9.5,4.9,0.27,0.067,7.42,32.3
Han,소양강댐1,2018,5,29,first,slightlybad,105,18,10.3,8,83,17.6,42.8,39.6,59.7,11.48,2.2,2.13,2951,750,0,47.3,163.7,37.7,99,55.3,17.7,0.25,0.093,12.79,47.7
Han,소양강댐2,2018,5,29,first,verybad,91,21,10.5,8.6,85,24.9,64.4,10.7,54.1,14.53,3.18,5.76,4677,697,0,41,145.5,48.8,125.8,67.9,13.4,0.3,0.079,10.63,30.4
Han,소양강댐3,2018,5,29,first,normal,58.2,21,10.3,8.5,85,4.1,76.7,19.2,50.7,9.34,1.88,2.12,2742,627,0,25.2,68.5,12.6,70.5,25.1,4.1,0.06,0.059,8.68,13.5
Han,소양강댐4,2018,5,30,first,normal,1.2,22,9.9,9,112,85.6,14.4,0,20.6,0.51,0.02,0.07,337,227,0,40.6,154.1,39.3,88,43.8,10.6,0.19,0.007,11.82,37.6
Han,소양강댐5,2018,5,29,first,normal,22.4,22,11.1,9.2,86,23.6,71.5,4.9,46.3,9.51,1.3,2.79,2926,736,0,34.2,140,40.4,86.9,37.1,7.7,0.19,0.05,11.06,29.5
Yeongsan,수어댐1,2018,5,8,first,normal,25,18,13.9,8.8,109,2.4,76.1,21.5,57.7,12.37,2.3,3,3238,1041,0,27.4,145.4,40.8,83.4,47.8,12.6,0.29,0.082,11.65,60.5
Yeongsan,수어댐2,2018,5,8,first,normal,15.1,18,13.4,8,109,12.6,75.1,12.3,58,12.31,2.89,2.76,2617,871,0,30.5,138.7,33.5,84.2,43.7,11.6,0.29,0.081,11.21,60
Han,아산호1,2018,5,15,first,verybad,9.8,22,9.2,8.2,957,51.8,47,1.3,38,5.25,0.95,0.61,1039,1798,7.2,34.7,117.1,34.3,66.3,30.8,8.1,0.16,0.038,10.56,36.1
Han,아산호2,2018,5,15,first,normal,4.6,23,12.4,8.7,832,12.3,86.9,0.9,34,4.48,0.91,0.8,1200,1017,8.4,25.6,104.8,20.1,62.9,24.4,4.8,0.13,0.037,8.92,27.8
Han,아산호3,2018,5,15,first,verybad,6.4,22,11.7,8.2,743,30.2,67,2.8,35.3,5.82,1.53,1.22,1816,2002,12.7,34.6,181.7,45.4,64.5,26.1,5.4,0.21,0.056,10.03,26
Nakdong,안동댐1,2018,5,29,first,bad,51.4,24,10.9,8.7,219,71.8,20.5,7.7,50.1,7.42,0.98,1.93,3433,995,0,87.5,609.3,45.4,51.3,39.6,86.2,5.83,0.17,10.84,78
Nakdong,안동댐2,2018,5,29,first,verybad,41.5,24,10.9,8.9,205,44.2,40.7,15.1,62.3,11.52,2.5,2.37,3860,1575,0,74,602.9,40.8,45.8,37.8,89.4,8.06,0.191,10.4,73.7
Nakdong,안동댐3,2018,5,29,first,verybad,35.4,24,11.3,9.1,192,10.1,68.1,21.8,53.2,9.63,2.27,1.73,2725,865,0,60.8,529.9,34.5,78.4,33.5,68,7.58,0.143,9.8,65.3
Geum,용담댐1,2018,5,18,first,normal,28.7,22,9.8,7.8,154,39.2,42.7,18.1,57.7,12.07,2.33,2.07,3405,1055,0,58,147.4,55.4,66,29.3,17.9,0.53,0.072,7.82,56.4
Geum,용담댐2,2018,5,18,first,slightlybad,31,21,9.6,8.1,155,28.9,50.5,20.6,57,12.52,2.29,1.94,2956,1072,0,94.9,145.6,68.6,49.6,36.7,12.8,0.41,0.07,9.73,58.4
Geum,용담댐3,2018,5,17,first,slightlybad,30.5,19,9.2,7.8,156,9,52.9,38.1,62.4,12.76,2.75,2.55,3956,1091,0,75.2,145,56.5,56.4,47,18.4,0.44,0.07,10.04,69.5
Geum,용담댐4,2018,5,17,first,normal,10.5,19,9.3,7.4,170,50.2,46.9,2.9,42.3,10.37,2.34,2.73,3247,977,0,35,125.2,32,61.6,35.6,8.4,0.22,0.045,9.49,74.7
Han,의암댐1,2018,5,23,first,normal,7.9,16,10.9,7.8,100,50.4,48.7,0.9,42.9,8.66,2.46,2.4,2332,647,0,40.6,169.1,48.2,74.4,32.5,4.9,0.22,0.063,10.69,28.3
Han,의암댐2,2018,5,23,first,normal,7.1,17,11.1,7.6,84,61.9,38.1,0,25.5,2.95,0.49,0.86,1106,422,0,28.5,113.1,27.3,84.6,35.6,5.3,0.14,0.026,9.26,23.2
Han,의암댐3,2018,5,23,first,normal,6.5,18,12.3,7.6,95,66.4,32.8,0.8,31.5,3.37,0.95,2.28,2867,645,0,43.5,149.6,35.7,68.5,31.5,9.8,0.33,0.071,11.1,40.8
Yeongsan,주암조정지댐1,2018,5,15,first,normal,39,19,9,8.5,93,28.2,59.5,12.3,59.6,12.75,2.81,1.92,1904,864,0,27.7,134.2,35.5,74.7,47.1,15.6,0.34,0.094,12.06,59.9
Yeongsan,주암조정지댐3,2018,5,15,first,normal,14.5,20,8.9,9,94,10.8,75.4,13.8,56.4,12.45,3.58,3.09,2870,971,0,25.9,127.5,30.6,69.4,38.8,14.1,0.26,0.07,11.26,55.4
Han,춘천댐1,2018,5,24,first,normal,25.4,18,10.7,7.8,86,39.6,57.9,2.5,44.3,8.49,2.59,4.31,4220,728,0,40.9,150,51.1,97.8,47.6,13.4,0.26,0.083,10.75,40.7
Han,춘천댐2,2018,5,24,first,slightlybad,32.2,18,10.7,8.1,88,7,72.2,20.8,57.7,10.6,2.22,2.86,3078,778,0,46.1,166.6,50.2,94.8,52.5,15.3,0.26,0.16,11.84,44.2
Han,춘천댐3,2018,5,24,first,normal,14.3,18,10.8,8,85,47.4,51.4,1.3,44.3,8.11,2.5,2.66,2968,535,0,44.2,157.1,50.6,77,38.8,12.7,0.25,0.078,10.29,48.6
Geum,탑정지(논산지)1,2018,5,23,first,normal,9.9,21,9.6,8,147,8.3,61.8,29.9,57.7,11.63,2.32,2.23,3774,933,0,51.5,157.4,56.3,67.3,50.3,24,0.35,0.056,7.77,66.5
Geum,탑정지(논산지)2,2018,5,23,first,slightlybad,5.2,21,10.3,8.3,145,51.5,46.1,2.4,33.6,6.3,1.58,1.79,2597,609,5,58.5,165.6,73.3,60.1,20.1,14.5,0.4,0.057,7.05,42.5
Han,팔당댐1,2018,5,11,first,normal,8.5,13,12,8.3,261,79.6,20.4,0,22,1.1,0.16,0.37,672,424,11.8,39,149.3,25,70.7,29.4,9.2,0.23,0.039,12.35,33.8
Han,팔당댐2,2018,5,10,first,normal,2.8,19,13.1,8.8,310,54.8,43.8,1.4,31.3,4.29,1.14,1.44,1694,651,5.4,43.7,214.4,46,102.7,47.9,9.9,0.27,0.051,12.06,35.7
Han,팔당댐3,2018,5,11,first,normal,8.5,14,12.2,8.3,262,42.5,54.2,3.3,32.2,4.23,1.08,1.02,1321,492,8.2,37.4,173.4,34,77.4,36,9.9,0.29,0.05,14.55,43.2
Han,팔당댐4,2018,5,10,first,normal,9.7,17,11.1,8.6,135,54.5,45.1,0.4,35.9,5.88,1.74,1.61,1616,651,0,35.9,140.2,33.5,87.5,40.2,8.1,0.22,0.051,10.56,34
Han,팔당댐5,2018,5,10,first,normal,2.8,19,13.1,8.8,310,54.8,43.8,1.4,31.3,4.29,1.14,1.44,1694,651,5.4,43.7,214.4,46,102.7,47.9,9.9,0.27,0.051,12.06,35.7
Nakdong,합천댐1,2018,5,31,first,slightlybad,42.3,24,10.8,9.2,149,26.1,55.5,18.4,55.5,11.59,2.56,1.95,2875,1099,0,31.4,150.7,42.1,113.8,50.5,10.4,0.3,0.071,10.64,41.9
Nakdong,합천댐2,2018,5,31,first,normal,46.7,24,11.1,9.1,147,19,55,26,56.4,10.85,2.61,2.16,3493,906,0,35.6,154.2,24.5,63.8,26.6,12.7,0.33,0.07,10.87,48.7
Nakdong,합천댐3,2018,5,31,first,normal,29.7,25,12.3,9,138,7.1,72.7,20.2,50.3,10.76,2.32,2.04,3045,1007,0,36.2,158.1,25.4,53.5,22.7,9.8,0.39,0.069,10.54,49.1
Han,횡성댐1,2018,5,25,first,normal,30.1,20,13.9,9.6,126,11.9,67.4,20.7,57.1,11.22,2.97,2.64,3339,758,0,43.3,152.7,18.7,49.9,19.6,7.3,0.36,0.066,12.47,45.9
Han,횡성댐2,2018,5,25,first,normal,26.8,22,13.4,9.7,126,7.2,76.8,16,55.3,11.5,3.09,3.03,3369,721,0,37.3,127.9,17.7,49.9,18.5,6.7,0.45,0.055,11.63,39.5
Han,횡성댐3,2018,5,25,first,verybad,8.8,22,13.9,9.7,125,16.1,76.8,7.1,54.5,14.38,4.73,5.04,4749,861,0,38,150.4,37.1,52,17.9,4.8,0.4,0.054,11.26,38.3
Nakdong,가창댐1,2018,6,4,first,slightlybad,27.1,25,10.4,7.9,80,1.5,72.1,26.4,40.8,7.88,1.66,1.54,2494,600,0,56.9,191.5,30,36.4,16.6,9.8,0.68,0.054,8.56,37.9
Nakdong,가창댐2,2018,6,4,first,slightlybad,17.5,25,10.6,7.8,77,7.4,79.9,12.7,41,8.74,2.71,2.33,2732,612,0,53.8,193,29.8,21.7,14.3,8,0.61,0.051,8.39,35
Han,경포호1,2018,6,7,first,normal,1.4,27,12.5,8.6,39642,10.1,79.2,10.7,58.9,11.69,2.1,2.39,2562,442,16.2,23.8,102.4,12,39.8,14.9,6.7,0.08,0.044,12.54,77.9
Han,경포호2,2018,6,7,first,normal,1.2,27,12.3,8.5,39682,12.1,77,11,57.4,11.85,2.38,2.27,2583,468,7.2,25.7,116.5,13.7,37.6,13.3,6.6,0.08,0.053,12.92,81.6
Han,광동댐,2018,6,7,first,normal,20.5,22,10.3,9.4,187,0.3,78,21.7,47.1,7.45,1.67,1.92,2810,972,0,45.6,104.6,36.4,82.8,36.5,19.5,0.29,0.088,11.5,52.9
Han,괴산댐1,2018,6,19,first,normal,14.3,25,9.3,8.1,176,17.8,78.7,3.5,39.5,8.01,2.07,1.96,2161,512,0,33.4,135.2,32.7,72.9,37.1,12.6,0.46,0.04,9.77,50.4
Han,괴산댐2,2018,6,19,first,normal,7.1,25,10.5,8.2,179,45.2,53.3,1.4,29.1,5.11,1.22,2.02,1970,435,0,32.7,121.8,32.8,74,35.8,12.1,0.36,0.033,10.06,46
Han,괴산댐3,2018,6,19,first,slightlybad,1.6,25,10.7,8.7,205,63.8,35,1.2,20.2,1.39,0.25,1.27,1577,364,0,34.3,170.4,40.7,96.8,48.9,10.4,0.85,0.032,10.46,48.5
Geum,금강하구1,2018,6,7,first,normal,1.5,25,8.1,8,313,31.5,64.1,4.4,39.3,4.21,0.76,0.7,1643,750,0,33.9,75,31.4,65.9,33,7.8,0.2,0.037,6.45,43.2
Geum,금강하구2,2018,6,7,first,normal,5.5,25,8,8,315,39.9,57.9,2.2,41,5.04,1.06,1.1,2101,786,5.7,37.4,89.7,23.8,69.5,34.6,8.3,0.25,0.037,6.84,37
Geum,금강하구3,2018,6,7,first,normal,4.9,25,8,8,316,93.2,6.8,0,24.5,1.65,0.26,0.43,1168,472,5,38.3,103.4,38.6,71.6,36.4,9,0.24,0.037,7.53,43.2
Yeongsan,나주댐1,2018,6,12,first,normal,21,25,11.3,8.4,116,7.5,58.9,33.6,62.6,11.4,3.53,3.14,4451,961,0,34.6,115.3,20.8,43.2,18.7,21.3,0.25,0.066,8.96,49.7
Yeongsan,나주댐2,2018,6,12,first,normal,5.5,25,11.9,8.6,116,10.4,70.2,19.4,55.4,8.8,2.95,2.35,2614,705,0,32.3,111.2,25.5,40.3,15.5,11.9,0.27,0.055,8.24,57
Nakdong,낙동강하구1,2018,6,19,first,normal,9,23,8.5,8.2,395,93.6,6.4,0,29.8,1.78,0.43,0.38,1034,207,0,36.6,191.3,28,61.6,23.5,7.6,0.42,0.057,7.63,37.2
Nakdong,낙동강하구2,2018,6,19,first,normal,9.9,23,8.8,8,373,6.8,76.2,17,58.9,10.56,2.92,2.19,3665,1069,0,44.5,229.9,40.8,70,34.2,10.2,0.5,0.071,9.19,59.9
Nakdong,낙동강하구3,2018,6,19,first,normal,11.6,24,8.4,8.1,323,91.1,8.9,0,28.9,2.23,0.37,0.36,814,285,4.2,27.8,101.3,13.6,55.7,15,6.9,0.36,0.02,7.4,28.4
Nakdong,남강댐1(진양호),2018,6,25,first,normal,11.1,28,10.8,9.3,132,8.2,73.7,18.1,52.8,11.18,2.52,2.09,2959,840,0,27.8,148.7,26.2,83.4,36.5,10.3,0.22,0.058,10.58,51.9
Nakdong,남강댐2(진양호),2018,6,25,first,normal,5.3,29,9.4,8.6,96,21.5,67.8,10.7,45.6,10.71,3.01,2.48,2519,784,0,27.2,151.2,26.6,107.4,40.5,9.8,0.28,0.052,10.19,46.5
Nakdong,남강댐3(진양호),2018,6,25,first,normal,4.7,29,12.3,9.6,138,39.7,53.8,6.5,37.6,7.3,1.98,1.6,2255,651,0,25.9,125.5,21.8,85.5,30.4,7,0.27,0.045,9.58,40.1
Geum,대아지1,2018,6,8,first,normal,27.5,23,9.8,8,68,0,50.3,49.7,59.4,9.88,2.68,1.98,2781,697,0,49,112.3,23.6,41.9,34.2,16,0.32,0.072,8.43,59.2
Geum,대아지2,2018,6,8,first,normal,23.4,23,9.8,7.7,68,0.5,60.9,38.6,53.9,9.87,2.57,2.25,3672,610,0,51.3,110.9,22.9,42.8,32.1,12.5,0.38,0.073,8.21,52
Geum,대아지3,2018,6,8,first,normal,18.7,24,9.4,7.7,69,8.8,62.4,28.8,49.3,9.81,2.21,2.19,3229,546,0,37.6,90.6,14.8,36.7,28.4,9.5,0.31,0.069,7.56,43.1
Nakdong,대암댐1,2018,6,14,first,normal,12,24,9.1,8.5,276,8.4,67.2,24.4,46.9,10.98,2.61,2.31,3091,604,0,35.3,138.2,29.4,77.6,38.2,10.4,0.38,0.058,8.87,49.1
Nakdong,대암댐2,2018,6,14,first,normal,8.2,24,9.4,8.5,282,13.5,71,15.5,41.2,9.85,2.49,2.18,2489,584,0,42.3,145.7,34.5,67,33.6,11,0.35,0.052,9.03,55.3
Yeongsan,동화호,2018,6,22,first,slightlybad,34,25,11.4,8.9,75,5.2,71.6,23.2,59,11.91,2.06,3.1,3311,868,0,25,122.6,28.3,117.8,33.4,9.1,0.34,0.086,9.96,65.9
Nakdong,밀양댐1,2018,6,11,first,slightlybad,38,23,10.2,7.7,53,2.4,56.2,41.4,42.6,9.1,1.84,1.69,2385,482,0,76.6,281.3,26.8,60.1,23,20.3,0.92,0.069,9.19,57.3
Nakdong,밀양댐2,2018,6,11,first,slightlybad,37.2,23,10.3,7.9,53,5.9,66.9,27.2,43,11.41,3.02,2.97,3116,539,0,74.7,291,27.1,67.9,23,22.9,1.06,0.069,8.48,53.6
Nakdong,보문호1,2018,6,27,first,normal,7.4,25,8.4,8.3,233,12.4,58.4,29.2,56.4,10.95,2.41,1.83,3000,659,0,37.9,145.6,32,58.3,26.2,11.7,0.42,0.05,8.72,38.2
Nakdong,보문호2,2018,6,27,first,normal,2.7,26,9,8.6,232,19.7,63.2,17.1,49.8,9.8,1.88,1.38,2370,505,0,39.3,147.2,30.4,50.6,23.8,7.4,0.4,0.049,8.64,37.7
Nakdong,사연댐1,2018,6,14,first,normal,21.1,23,10.3,9,186,19,53.2,27.8,60.4,12.37,2.44,1.9,2863,715,0,36.5,142.5,35.5,74.3,43,14.4,0.39,0.059,9.32,62.5
Nakdong,사연댐2,2018,6,14,first,normal,13.9,23,10.6,9.1,188,5.9,59.7,34.4,54.5,10.33,2.57,2.05,3089,732,0,31.2,139.5,27.5,86.6,46.6,11.6,0.4,0.058,9.12,49.9
Geum,삽교호1,2018,6,4,first,normal,9.5,24,10,8.5,560,8.2,78.1,13.7,49.3,7.98,2,1.46,2863,1081,0,36.4,147.5,39.3,80.7,31.3,10.1,0.16,0.043,10.47,61.8
Geum,삽교호2,2018,6,4,first,normal,6.9,26,11.1,8.7,593,21.1,71.6,7.3,48.1,8.91,2.35,1.62,3092,1493,11.6,29.3,146.9,41.8,82.2,25.2,6.2,0.2,0.044,8.44,38.5
Geum,삽교호3,2018,6,11,first,normal,4.9,25,12.3,8.8,496,22.7,69.8,7.5,44.6,7.9,1.88,1.21,2310,1084,8.9,27.7,104.6,24.3,72.3,20.7,6.8,0.14,0.023,8.47,45.3
Yeongsan,섬진강댐(옥정호)1,2018,6,4,first,normal,36.1,25,10.5,8.8,153,0.7,62,37.3,55.4,10.19,2.9,2.39,3160,882,0,23,119.4,24.1,47.6,21.3,11.4,0.34,0.053,9.44,49.3
Yeongsan,섬진강댐(옥정호)2,2018,6,4,first,normal,37.4,24,10.6,8.6,152,5.6,70.4,24,57.3,10.56,3.15,2.47,4328,1187,0,32.1,143.9,36.1,54.1,26.5,15,0.26,0.059,9.59,60.5
Yeongsan,섬진강댐(옥정호)3,2018,6,4,first,normal,20.3,25,10.3,8.5,158,4.3,53.5,42.2,56.5,10.47,2.75,2.17,2973,1196,0,37.5,149.3,25.8,64.2,32.5,15.6,0.27,0.059,10.24,74.2
Nakdong,안계댐,2018,6,27,first,verybad,10,25,9.1,8.1,175,16.9,70.5,12.6,56.8,13.21,4.09,3.16,4185,650,0,34.3,138.7,17.6,47.2,20.7,12.5,0.51,0.055,8.2,26.2
Yeongsan,영산호1,2018,6,5,first,normal,9.7,24,13.1,8.8,694,3.3,86.6,10.1,49.9,8.8,1.97,0.81,1181,895,10.1,25.8,102.8,16.7,65,27.3,10.6,0.14,0.034,8.3,62
Yeongsan,영산호2,2018,6,5,first,normal,18.3,25,10.9,8.2,513,2.2,78.7,19.2,44.1,8.78,2.52,1.62,2852,994,5.7,25.5,141,18.5,74.8,33,11.3,0.12,0.037,9.81,78.4
Yeongsan,영산호3,2018,6,5,first,normal,10.7,25,10.7,8.1,400,2.1,79.3,18.6,44.3,9,2.41,1.69,2294,1319,7.2,30,154.2,20.8,69.6,32,10.9,0.17,0.049,9.83,72.6
Nakdong,영천댐1,2018,6,12,first,normal,25,22,10.3,8.8,172,0.5,65.8,33.7,53.9,9.44,2.44,2.04,3680,876,0,41.9,136,23,33.4,23.4,14.7,0.45,0.059,8.65,54.6
Nakdong,영천댐2,2018,6,12,first,normal,14.2,22,10.3,8.6,177,4.1,72.8,23.1,49.8,9.15,2.52,2.18,3394,623,0,36.7,117.7,20.7,39.2,21.7,10.9,0.44,0.054,8.04,49.8
Geum,예당지1,2018,6,5,first,slightlybad,4.9,26,12.1,8.9,270,71.7,26.6,1.7,30.6,3.82,0.7,0.62,1241,899,4.7,34.2,130.3,39.4,129.8,45.7,14.2,0.28,0.045,8.85,32.6
Geum,예당지2,2018,6,5,first,slightlybad,3,26,12.2,8.9,285,52.2,45.9,1.9,33.4,5.56,1.28,1.23,2162,717,5.4,34.7,135.1,38.9,141.1,50.9,14,0.2,0.038,9.54,43.2
Geum,예당지3,2018,6,5,first,slightlybad,4.9,25,11,8.2,283,16.7,68.5,14.8,59,10.44,3.17,2.44,3741,1352,5.1,32.8,157.6,56.9,148.4,64.4,15.6,0.22,0.05,10.87,45.8
Nakdong,운문댐1,2018,6,7,first,normal,27.2,26,8.6,8.1,104,4.2,60.8,35,49.3,9.58,2.46,1.96,3050,633,0,48,163.3,23.5,54,19.3,21.7,0.48,0.056,8.94,54.7
Nakdong,운문댐2,2018,6,7,first,normal,20.9,26,8.4,7.7,102,6.9,59.4,33.7,46.8,9.09,2.05,1.52,2492,633,0,45.7,147.1,21.1,48.5,17.6,18.6,0.46,0.054,8.45,49.8
Nakdong,임하댐1,2018,6,21,first,slightlybad,49.6,24,9.4,8.7,215,2.7,71.6,25.7,62.2,9.51,2.46,1.59,2870,796,0,34.6,128.2,26.9,67,44,22,0.35,0.151,9.7,59.4
Nakdong,임하댐2,2018,6,21,first,slightlybad,23.2,23,9.5,8.7,202,2.1,69.4,28.5,58.8,8.72,2.06,1.46,2626,711,0,29.2,114.4,25.6,55.9,34,14,0.31,0.111,8.72,61.1
Nakdong,임하댐3,2018,6,21,first,normal,18.4,24,9.7,8.5,202,18.7,66.2,15.1,56,11.42,3.18,2.48,3429,750,0,27.7,139.1,27.9,74.2,36.5,11.2,0.43,0.076,8.14,49.1
Yeongsan,장성댐1,2018,6,11,first,normal,25.8,25,11.2,8.9,103,4.2,58.8,37,62,11.8,4.38,4.01,5128,1388,0,32.7,129.3,29.6,60.4,33.8,11,0.33,0.075,9.13,60
Yeongsan,장성댐2,2018,6,11,first,normal,18.5,25,11.8,9.1,109,6,58.5,35.5,56.5,12.08,3.68,3.23,5373,1441,0,32.9,128.1,25,64.1,29.4,9.8,0.31,0.073,9.05,60.9
Yeongsan,장흥댐1,2018,6,19,first,normal,23.6,25,9.9,8.4,86,22,68,10,56.2,10.59,2.5,2.09,2462,632,0,26.4,90.4,10.3,39.1,15.6,14.3,0.21,0.052,8.5,41
